Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,Num_States_Operated,Num_Purposes,Num_Beneficiaries,Is_NT,PBI,HPC,Total_Revenue,Total_Expenses,Total_Assets,Net_Assets,Staff_FullTime,Staff_PartTime,Staff_Volunteers,Revenue_per_Staff,Total_Staff,Has_AIS,Rev_Exp_Ratio,Charity_Size,target
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,8,0,0,0,2687200.0,2379696.0,0.0,0.0,5.0,15.0,8.0,127961.90476190476,28.0,1,1.1292193922167402,Medium,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,13,0,0,0,121564.0,137261.0,75070.0,2457.0,1.0,1.0,15.0,40521.333333333336,17.0,1,0.8856347714589617,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,117577.0,57944.0,288628.0,288628.0,0.0,0.0,6.0,117577.0,6.0,1,2.0291138148244023,Small,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,100578.0,93299.0,23063.0,0.0,1.0,0.0,10.0,50289.0,11.0,1,1.0780064308681672,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,27106.0,10242.0,101077.0,101077.0,0.0,0.0,3.0,27106.0,3.0,1,2.646295030752709,Small,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,7,0,0,0,762160.0,152439.0,11224930.0,6158000.0,0.0,0.0,15.0,762160.0,15.0,1,4.9997376016793496,Medium,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16954.0,14669.0,28910.0,28910.0,0.0,0.0,10.0,16954.0,10.0,1,1.1556918882072256,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,21,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,46.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,80172.0,80821.0,1940692.0,1940692.0,0.0,0.0,0.0,80172.0,0.0,1,0.99195763529732,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1027140.0,995011.0,1112209.0,1077465.0,0.0,1.0,180.0,513570.0,181.0,1,1.0322890578204085,Medium,1
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,5,0,1,0,3887919.0,3219298.0,20163016.0,1882224.0,2.0,20.0,4.0,169039.95652173914,26.0,1,1.207691177489261,Large,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,29858.0,28219.0,89124.0,87751.0,0.0,0.0,12.0,29858.0,12.0,1,1.0580439404677533,Small,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8,0,0,0,426675.0,428812.0,1032277.0,1022527.0,0.0,1.0,6.0,213337.5,7.0,1,0.9950141436943376,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,258580.0,233827.0,595105.0,565600.0,1.0,0.0,4.0,129290.0,5.0,1,1.1058555861573465,Small,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Large,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19264.0,21263.0,14961.0,14961.0,0.0,0.0,18.0,19264.0,18.0,1,0.9059443190368698,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,320964.0,342202.0,300573.0,215540.0,0.0,7.0,12.0,40120.5,19.0,1,0.9379345008664448,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,674823.0,576402.0,1393632.0,207812.0,0.0,2.0,25.0,224941.0,27.0,1,1.17074859082968,Small,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,7,0,0,0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,15.0,0,0.0,Large,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,16,0,1,0,610804.0,588623.0,472861.0,152473.0,2.0,3.0,20.0,101800.66666666669,25.0,1,1.0376811003289026,Medium,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,18,0,0,0,269946.0,336306.0,49463.0,47075.0,1.0,0.0,1.0,134973.0,2.0,1,0.8026773156669352,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,3,13,0,1,0,1896467.0,1981700.0,3235233.0,1315994.0,7.0,3.0,25.0,172406.0909090909,35.0,1,0.9569894752033732,Medium,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,8,0,0,0,443973.0,413832.0,1414153.0,1405062.0,0.0,0.0,6.0,443973.0,6.0,1,1.0728313111810803,Medium,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4883645.0,5256110.0,11864593.0,3559378.0,3.0,43.0,0.0,103907.34042553192,46.0,1,0.9291365802586742,Large,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,0,0,0,77102.0,77196.0,2500000.0,2409897.0,0.0,0.0,35.0,77102.0,35.0,1,0.9987693822298794,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,11.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,196157.0,221848.0,1590521.0,1590521.0,0.0,0.0,15.0,196157.0,15.0,1,0.8841914996236179,Small,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,42830.0,23207.0,583657.0,581249.0,0.0,0.0,8.0,42830.0,8.0,1,1.8454843157531888,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,26896.0,20967.0,0.0,0.0,0.0,0.0,20.0,26896.0,20.0,1,1.2827165204120563,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,1820.0,0.0,20740.0,20740.0,0.0,0.0,7.0,1820.0,7.0,1,1820.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,12,0,0,0,281152.0,233823.0,158129.0,96526.0,1.0,1.0,60.0,93717.33333333331,62.0,1,1.2024086492404544,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,13,0,0,0,16367.0,15135.0,2956.0,2893.0,0.0,0.0,5.0,16367.0,5.0,1,1.0813292811839323,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,14.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,1,0,1072184.0,1169475.0,4257310.0,4072221.0,2.0,10.0,154.0,82475.69230769231,166.0,1,0.9168071854403168,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,48186.0,50016.0,56010.0,49491.0,0.0,0.0,25.0,48186.0,25.0,1,0.9633924465681668,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,243216.0,232362.0,1135219.0,821067.0,1.0,1.0,60.0,81072.0,62.0,1,1.0467070919208308,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,473106.0,458437.0,4059161.0,1994090.0,1.0,3.0,60.0,94621.2,64.0,1,1.031995602458784,Medium,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,32.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,113225.0,0.0,11279.0,9333.0,1.0,0.0,0.0,56612.5,1.0,1,113225.0,Small,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,338149697.0,338149697.0,50286686.0,0.0,0.0,0.0,72.0,338149697.0,72.0,1,0.99999999704273,Large,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,125.0,0.0,128.0,0,0.0,Medium,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,20365.0,19002.0,200000.0,200000.0,0.0,0.0,12.0,20365.0,12.0,1,1.0716728937536175,Small,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9,0,0,0,2500.0,3740.0,0.0,0.0,0.0,0.0,15.0,2500.0,15.0,1,0.6682705159048383,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,0,2771445.0,2550876.0,0.0,0.0,5.0,17.0,50.0,120497.60869565218,72.0,1,1.0864675168579276,Large,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,15,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,18.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,937156.0,1553285.0,35757054.0,-470260.0,1.0,3.0,30.0,187431.2,34.0,1,0.6033376982732092,Medium,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,23,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,41.0,0,0.0,Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,11,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,11.0,0,0.0,Small,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,21064577.0,16937270.0,41612114.0,36865784.0,53.0,69.0,25.0,171256.72357723577,147.0,1,1.243681877676752,Large,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,9,0,1,0,81124.0,89632.0,91443.0,85207.0,1.0,0.0,20.0,40562.0,21.0,1,0.90506844577332,Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,0.0,103.0,0,0.0,Small,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,16,1,0,1,19500.0,29691.0,122684.0,122684.0,0.0,0.0,15.0,19500.0,15.0,1,0.6567425569176882,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,12851.0,17209.0,25000.0,25000.0,0.0,0.0,20.0,12851.0,20.0,1,0.7467170249854735,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,27.0,0,0.0,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,3310.0,3310.0,0.0,0.0,3.0,0.0,3.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2018551.0,1917712.0,1199972.0,375986.0,4.0,5.0,0.0,201855.1,9.0,1,1.0525824250031155,Medium,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,17,0,1,0,0.0,0.0,0.0,0.0,7.0,13.0,5.0,0.0,25.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,41.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,870665.0,661965.0,10127165.0,10000224.0,2.0,3.0,130.0,145110.83333333334,135.0,1,1.315271479199838,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9713.0,4453.0,142180.0,142180.0,0.0,0.0,0.0,9713.0,0.0,1,2.1807364167040864,Small,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4535.0,5544.0,92712.0,92712.0,0.0,0.0,0.0,4535.0,0.0,1,0.8178539224526601,Small,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,43068.0,43690.0,45716.0,45716.0,0.0,0.0,10.0,43068.0,10.0,1,0.985740770410382,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,10,0,1,0,604465.0,629388.0,3067252.0,2693782.0,0.0,2.0,36.0,201488.3333333333,38.0,1,0.9603996892224046,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,270783.0,192708.0,2388692.0,2384739.0,0.0,0.0,100.0,270783.0,100.0,1,1.405139355193582,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,800846.0,696850.0,591131.0,383700.0,3.0,3.0,0.0,114406.57142857143,6.0,1,1.1492356328684323,Medium,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,68010.0,70067.0,99465.0,98952.0,0.0,0.0,49.0,68010.0,49.0,1,0.9706285322829252,Small,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,6,0,1,0,31534646.0,3916000.0,181879259.0,175357991.0,8.0,2.0,0.0,2866786.0,10.0,1,8.052767606545554,Large,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,559565.0,267409.0,4925934.0,4712060.0,0.0,0.0,100.0,559565.0,100.0,1,2.0925358064395496,Medium,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,7,0,1,0,7456001.0,6263754.0,11297866.0,10117392.0,12.0,14.0,9.0,276148.1851851852,35.0,1,1.1903404587184525,Large,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,5,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,53.0,0,0.0,Small,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,8,0,0,0,97217.0,44754.0,72744.0,72744.0,0.0,0.0,15.0,97217.0,15.0,1,2.1722042229918443,Small,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,20171471.0,17784833.0,16249469.0,14172561.0,13.0,55.0,0.0,292340.15942028986,68.0,1,1.134195067550251,Large,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87834.0,29617.0,5736020.0,5116239.0,0.0,0.0,2.0,87834.0,2.0,1,2.965561482882032,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3357.0,1920.0,50504.0,50504.0,0.0,0.0,0.0,3357.0,0.0,1,1.747527329515877,Small,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18000.0,10000.0,10000.0,10000.0,0.0,0.0,25.0,18000.0,25.0,1,1.7998200179982002,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9917.0,18483.0,101095.0,101095.0,0.0,0.0,25.0,9917.0,25.0,1,0.5365180696818871,Small,0
