Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,Num_States_Operated,Num_Purposes,Num_Beneficiaries,Is_NT,PBI,HPC,Total_Revenue,Total_Expenses,Total_Assets,Net_Assets,Staff_FullTime,Staff_PartTime,Staff_Volunteers,Revenue_per_Staff,Total_Staff,Has_AIS,Rev_Exp_Ratio,Charity_Size,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0,0.0,Small,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,99086.0,142191.0,561754.0,317191.0,1.0,0.0,12.0,49543.0,13.0,1,0.6968465173849443,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,14,0,0,0,647035.0,656887.0,8014440.0,7350407.0,0.0,8.0,100.0,71892.77777777778,108.0,1,0.9850004871454494,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,10,0,0,0,23265929.0,21138793.0,77207865.0,38111959.0,78.0,14.0,0.0,250171.27956989247,92.0,1,1.1006270745625315,Large,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,0,1,0,5840313.0,5978095.0,1886895.0,525049.0,7.0,5.0,22.0,449254.8461538461,34.0,1,0.9769520261969696,Large,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8680856.0,9013928.0,33012623.0,1566554.0,5.0,66.0,20.0,120567.44444444444,91.0,1,0.9630490766013357,Large,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,16,0,0,0,79061.0,69619.0,4000.0,4000.0,0.0,0.0,35.0,79061.0,35.0,1,1.1356075840275783,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,594948.0,634300.0,462324.0,338746.0,2.0,4.0,10.0,84992.57142857143,16.0,1,0.93795847712679,Medium,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,1,0,13675230.0,12623134.0,9820441.0,7497342.0,22.0,93.0,330.0,117889.91379310343,445.0,1,1.0833465696120654,Large,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,1,0,20587131.0,20382645.0,13689402.0,8454811.0,35.0,148.0,20.0,111886.58152173914,203.0,1,1.0100323088572505,Large,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,0,1,0,17.0,5844.0,217089.0,217089.0,0.0,0.0,7.0,17.0,7.0,1,0.0029084687767322,Small,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,263474.0,44293.0,4907195.0,2364562.0,0.0,0.0,4.0,263474.0,4.0,1,5.948299995484716,Small,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7223.0,0.0,69432.0,69432.0,0.0,0.0,10.0,7223.0,10.0,1,7223.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,11,0,1,0,6335694.0,4901396.0,12050599.0,10669421.0,17.0,17.0,324.0,181019.82857142857,358.0,1,1.2926302439896218,Large,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,20,0,1,0,914409.0,1235733.0,787298.0,645418.0,5.0,7.0,15.0,70339.15384615384,27.0,1,0.7399723565103817,Medium,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,691355.0,851926.0,9553335.0,9395314.0,2.0,4.0,40.0,98765.0,46.0,1,0.8115190620792626,Medium,1
0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,6,1,18,0,1,0,51406.0,38296.0,47791.0,47791.0,0.0,0.0,50.0,51406.0,50.0,1,1.3422983523513592,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184907.0,178253.0,55548.0,40297.0,0.0,0.0,5.0,184907.0,5.0,1,1.037323145623661,Small,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99125.0,112549.0,44220.0,39535.0,0.0,0.0,15.0,99125.0,15.0,1,0.8807196801421591,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56050.0,69804.0,1543363.0,1510839.0,1.0,0.0,10.0,28025.0,11.0,1,0.8029510780030084,Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,6,0,0,0,1375601.0,1418233.0,593403.0,313030.0,10.0,11.0,6.0,62527.31818181818,27.0,1,0.9699393753076008,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,46399.0,41349.0,34264.0,33938.0,0.0,0.0,7.0,46399.0,7.0,1,1.1221039903264811,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,14,0,1,0,962414.0,1644670.0,1234508.0,332422.0,2.0,6.0,15.0,106934.88888888888,23.0,1,0.5851711375709793,Medium,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,555879.0,455927.0,599725.0,449158.0,2.0,2.0,221.0,111175.8,225.0,1,1.2192254040111596,Medium,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,131483.0,111398.0,4609088.0,4584427.0,0.0,1.0,12.0,65741.5,13.0,1,1.1802888715338558,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,543338.0,456318.0,575509.0,452298.0,0.0,5.0,50.0,90556.33333333331,55.0,1,1.190697735575332,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,256712.0,13212.0,3768602.0,3768602.0,0.0,0.0,0.0,256712.0,0.0,1,19.42874441837584,Small,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,78881.0,10381.0,10000.0,10000.0,0.0,0.0,5.0,78881.0,5.0,1,7.597861683683298,Small,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1502009.0,1633398.0,1209382.0,800737.0,5.0,14.0,7.0,75100.45,26.0,1,0.9195603768583182,Medium,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,10,0,0,0,53010.0,61936.0,678000.0,677495.0,0.0,1.0,20.0,26505.0,21.0,1,0.8558696740236046,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,9924.0,14180.0,59635.0,59635.0,0.0,0.0,5.0,9924.0,5.0,1,0.6998096044002539,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,163706.0,181203.0,651578.0,642348.0,0.0,0.0,7.0,163706.0,7.0,1,0.903434802763736,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,144533.0,104939.0,2101527.0,2101527.0,0.0,0.0,0.0,144533.0,0.0,1,1.377291785782352,Small,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,23,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,12.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,264850.0,249226.0,4776927.0,4776872.0,0.0,0.0,0.0,264850.0,0.0,1,1.0626858245695692,Small,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,852659.0,790337.0,663663.0,454653.0,0.0,11.0,100.0,71054.91666666667,111.0,1,1.0788536044072283,Medium,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,9,0,1,0,52754265.0,53741878.0,22630953.0,8704729.0,166.0,260.0,12.0,123546.28805620607,438.0,1,0.9816230094969326,Large,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,182562.0,182279.0,2469642.0,2469642.0,0.0,0.0,0.0,182562.0,0.0,1,1.0015470704410796,Small,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,61372.0,51444.0,1296039.0,1296039.0,0.0,0.0,0.0,61372.0,0.0,1,1.1929633589270094,Small,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,9,0,0,0,132345.0,54648.0,227054.0,27054.0,0.0,0.0,5.0,132345.0,5.0,1,2.421727753481308,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,15,0,0,0,78914.0,32579.0,237813.0,-87055.0,0.0,1.0,15.0,39457.0,16.0,1,2.4221608348680173,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,15,0,0,0,2128.0,2202.0,200556.0,200556.0,0.0,0.0,3.0,2128.0,3.0,1,0.9659555152065366,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17760.0,11117.0,257435.0,257435.0,0.0,0.0,0.0,17760.0,0.0,1,1.5974096060442526,Small,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,29111.0,22234.0,0.0,0.0,0.0,0.0,6.0,29111.0,6.0,1,1.3092421857431975,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,10,0,1,0,2715824.0,2687336.0,1652420.0,905790.0,2.0,12.0,0.0,181054.9333333333,14.0,1,1.0106004568835243,Large,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,0,1,0,98282.0,107953.0,48227.0,0.0,0.0,0.0,20.0,98282.0,20.0,1,0.9104062841580672,Small,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,4,11,0,1,0,57408.0,58859.0,14667.0,-57053.0,0.0,0.0,9.0,57408.0,9.0,1,0.9753312945973496,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,21,0,0,0,481835.0,432124.0,16153982.0,15720772.0,0.0,0.0,200.0,481835.0,200.0,1,1.115036158518947,Medium,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,15855135.0,12856026.0,22327386.0,19340921.0,56.0,15.0,100.0,220210.2083333333,171.0,1,1.2332842020322452,Large,2
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Large,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,0,0.0,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,123830.0,144410.0,2686944.0,2679134.0,0.0,0.0,0.0,123830.0,0.0,1,0.8574831557152849,Small,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,706617.0,662598.0,573817.0,297073.0,0.0,5.0,10.0,117769.5,15.0,1,1.0664323369036175,Medium,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,9645.0,0.0,0.0,0.0,1.0,40.0,0.0,41.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,17116414.0,17116414.0,5739080.0,0.0,9.0,0.0,0.0,1711641.4,9.0,1,0.9999999415765508,Large,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,0.0,Small,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,4,18,0,0,0,1278053.0,1148171.0,1230438.0,1100514.0,0.0,4.0,5.0,255610.6,9.0,1,1.113119811317468,Medium,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,16,1,1,0,1738608.0,1545254.0,1799646.0,960706.0,7.0,6.0,0.0,124186.28571428572,13.0,1,1.1251269207994796,Medium,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,9165.0,18342.0,151994.0,151994.0,0.0,0.0,20.0,9165.0,20.0,1,0.4996456413890857,Small,0
0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,6,0,0,0,11769.0,4620.0,66728.0,66728.0,0.0,0.0,3.0,11769.0,3.0,1,2.5468513308807617,Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,8,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,11.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71588.0,11634.0,1120320.0,1120320.0,0.0,0.0,0.0,71588.0,0.0,1,6.1528147829823805,Small,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,123085.0,133708.0,62676.0,62676.0,0.0,0.0,6.0,123085.0,6.0,1,0.920543867652888,Small,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3781352.0,3984298.0,833935.0,473589.0,0.0,3.0,0.0,945338.0,3.0,1,0.9490633107605628,Large,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,0,0,1798519.0,1297695.0,4652829.0,4395105.0,4.0,5.0,6.0,179851.9,15.0,1,1.385932452592903,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,44785.0,26565.0,60000.0,60000.0,0.0,0.0,10.0,44785.0,10.0,1,1.68580140028608,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,22.0,0,0.0,Small,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,91570.0,124404.0,1629974.0,1611237.0,0.0,0.0,7.0,91570.0,7.0,1,0.7360636630360516,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,10,0,1,0,261928.0,315274.0,2404072.0,2397998.0,0.0,1.0,200.0,130964.0,201.0,1,0.8307921655697407,Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0,0.0,Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,17,0,0,0,2461145.0,2644942.0,4083603.0,1009450.0,9.0,8.0,50.0,136730.27777777778,67.0,1,0.9305096555956026,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,199912.0,184018.0,3420518.0,3413158.0,0.0,0.0,0.0,199912.0,0.0,1,1.086366081763296,Small,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13,0,0,0,1298070.0,1278071.0,759315.0,202703.0,4.0,9.0,10.0,92719.28571428572,23.0,1,1.01564700580249,Medium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,419479.0,425703.0,426257.0,418645.0,1.0,2.0,15.0,104869.75,18.0,1,0.9853771634750906,Medium,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,148855.0,158507.0,2951966.0,2951966.0,0.0,0.0,0.0,148855.0,0.0,1,0.9391008655714538,Small,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,14512864.0,13683676.0,17452530.0,10459420.0,0.0,0.0,0.0,14512864.0,0.0,1,1.0605967971912813,Large,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,14,0,0,1,29503.0,17716.0,62295.0,62295.0,0.0,0.0,40.0,29503.0,40.0,1,1.665236778235593,Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,398817.0,109084.0,3277361.0,3203481.0,0.0,0.0,6.0,398817.0,6.0,1,3.656020534445616,Small,0
